gene_symbol,retina_03,retina_04,retina_05,retina_06,retina_07,retina_08,retina_09,retina_10,retina_11,retina_12,retina_13,retina_14,retina_15,retina_16,retina_17,retina_18,retina_19,retina_20,retina_21,retina_22,retina_23
KCNIP4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
KCNMA1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
KCTD12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
KCTD8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
KIF3A,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
KIF5A,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
KIF5C,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False
KIFAP3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
KIT,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
LAMP5,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,False,False,True,False
LDHA,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LDHB,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,True
LGR5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
LHFP,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
LHFPL2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LHX9,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
LIN7A,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
LINGO1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
LMO4,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
LNX1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
LOXL2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LPHN3,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LPL,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LRP8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LRRC4C,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LRRN3,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
LRRTM1,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
LSAMP,True,False,True,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False
LY6H,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False
MAF,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MAGI3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MAPK10,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MAPT,False,False,False,True,True,True,True,True,True,False,True,False,False,False,False,False,True,False,False,True,False
MARCKS,False,False,False,False,True,True,True,True,False,True,True,True,True,False,False,False,False,True,False,False,False
MARCKSL1,False,True,False,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,True,True
MED12L,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MEG3,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True
MEGF11,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MEIS2,False,False,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
MGLL,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
MLLT11,False,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False
MMP9,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MPP6,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MXRA7,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MYH10,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MYT1L,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NAP1L5,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True
NAV1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False
NCALD,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False
NCAM2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NCDN,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NCKAP5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
NDN,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False
NDRG4,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False,False,True
NDUFC2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
NECAB1,False,False,False,True,True,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False
NECAB2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
NEFH,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NETO2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NEUROD1,False,True,True,True,True,True,False,True,True,False,True,False,False,False,True,True,True,False,False,False,False
NEUROD2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
NEUROD4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
NFIA,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
NFIB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
NFIX,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
NGFRAP1,False,False,False,False,False,True,False,True,False,True,True,True,False,False,False,True,True,False,False,False,False
NHLH2,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False
NNAT,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
NPNT,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NPTN,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NPTX2,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NPY,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NR2E3,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,False
NR2F2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
NR4A2,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
NRCAM,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NREP,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
NRL,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,False
NRSN1,False,False,True,True,False,True,False,True,True,True,True,False,False,False,True,False,True,False,False,True,False
NRXN1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
NRXN2,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,False
NRXN3,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
NSG1,False,False,False,False,False,True,True,True,False,False,True,False,True,False,False,True,True,False,False,False,False
NSG2,False,True,True,True,True,True,True,True,True,False,True,False,True,True,True,False,False,False,False,False,False
NUDT4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NXPH1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
NXPH3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
OGFRL1,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
OLFM1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
OLFM3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OPCML,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
OSBPL1A,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
OXR1,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P2RY1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PAK3,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
PAK7,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
PAM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
PAPPA2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PAX6,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,False,True,True
PBX1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
PCDH10,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
PCDH17,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
PCDH7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PCDH8,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PCDHA2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PCP4,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True
PCP4L1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PCSK2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PDC,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
PDE1C,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
PDE3A,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
PDE4B,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PDE6B,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True
PDE6G,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
PDGFRA,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
PGM2L1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
PGRMC1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
PHACTR3,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
PHLDA1,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
PHYHIPL,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
PIK3R3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
PIP4K2A,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
PJA2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
PKIA,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PLCB1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PLCH1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
PLEKHA1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
PNMAL2,False,True,False,True,True,True,False,True,True,True,False,False,False,True,False,True,True,True,True,True,False
PODXL2,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
POU3F3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
PPFIBP1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PPM1L,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PPP1R17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
PPP1R1A,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
PRAF2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PRDM13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
PRKACB,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
PRKAR1A,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
PRKAR1B,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PRKAR2B,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PRKCB,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
PRKCE,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
PRMT8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PROX1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
PRPH2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
PRRT4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PRUNE2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSD3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PTGDS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
PTN,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PTPRD,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
PTPRF,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
PTPRK,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PTPRM,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
PTPRS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
PTPRT,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
QDPR,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
RAB3C,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,True,False,False,True,False
RAB6A,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RAB6B,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RASAL2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RASGRF1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RASGRP1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
RBFOX1,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RBFOX2,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
RCAN2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
RCVRN,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
REEP5,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RELN,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RGS17,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
RGS7BP,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RGS8,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
RHO,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
RIMS1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RIT2,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False
RND3,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RNF152,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
RNF220,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ROBO2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ROM1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
RP1,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True
RPGRIP1,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True
RPH3A,True,True,True,True,False,False,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False
RPRM,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
RPS6KA4,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RS1,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True
RTN1,False,True,True,False,False,True,True,True,False,True,True,False,True,False,False,True,False,True,False,False,False
RUNX1T1,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False
RYR2,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
SAG,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
SCG2,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
SCG3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
SCN1A,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
SCN2A1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SCN3A,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEMA3A,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
SEMA4G,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
SEMA6A,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEPT11,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SERINC1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
SERP2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
SERPINE2,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
SERPINI1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEZ6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
SEZ6L,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SFXN1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SH3BGRL,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
SH3BP5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SIX3,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True
SIX3OS1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
SIX6,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
SLC17A8,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
SLC22A17,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC24A1,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,False,False,False
SLC24A2,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
SLC24A3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False
SLC32A1,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,False,True,True
SLC35D3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
SLC4A10,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC5A7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC6A1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True
SLC6A11,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC6A5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
SLC6A9,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False
SLIT2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SNCA,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
SNCB,True,False,False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,True,True
SNHG11,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,True,True
SNRPN,True,False,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
SOBP,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
SOCS2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
SORCS1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
SOX2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SOX2OT,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SOX4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SOX5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SPAG5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SPARCL1,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False
SPHKAP,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,False
SPOCK2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SPOCK3,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,False,False,False,False
SRGAP3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
STAC2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
STEAP2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
STK32B,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
STMN1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
STMN2,False,True,True,True,True,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
STMN3,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False
STMN4,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
STXBP5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
STXBP6,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SULF2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
SUSD4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
SV2A,True,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False,False,True,False
SYN2,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
SYNGR3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SYNPR,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False
SYT1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
SYT10,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
SYT11,True,False,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False
SYT13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
SYT4,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,True,False,False,False,False
SYT6,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
SYT7,False,False,True,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
TAC1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TAC2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TAGLN3,True,False,False,True,True,False,False,True,True,False,True,False,True,True,False,True,True,False,False,True,True
TBX3,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
TCEAL5,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False
TCF4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False
TENM1,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
TENM2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TENM4,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TFAP2A,False,False,True,True,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False
TFAP2B,True,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True
TFAP2C,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
TGFB3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
THRA,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False
THSD7A,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
THY1,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
TKT,False,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,True
TMEM130,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
TMEM132A,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TMEM179,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TMEM191C,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
TMEM215,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TMSB10,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
TMX4,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True
TNC,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
